id,producto_id,tipo,cantidad,fecha,usuario_id
237,136,entrada,84,2024-10-20 04:25:02,45
238,7,salida,25,2024-05-23 14:41:42,6
239,119,entrada,60,2023-06-22 15:42:26,35
240,148,entrada,45,2024-09-18 21:25:06,16
241,85,salida,87,2025-01-26 19:16:02,8
242,13,entrada,34,2024-05-22 19:01:14,47
243,78,entrada,75,2024-12-28 15:01:13,22
244,137,salida,36,2024-09-29 13:25:17,22
245,72,salida,93,2024-03-29 11:37:05,17
246,23,salida,31,2024-11-09 18:07:50,20
247,44,entrada,66,2024-09-19 22:41:36,41
248,26,entrada,7,2024-07-08 10:11:05,36
249,78,entrada,88,2025-02-13 21:34:58,24
250,81,salida,9,2025-04-08 21:17:42,22
251,10,salida,24,2024-06-07 17:36:09,24
252,80,salida,52,2025-04-02 16:58:31,5
253,125,salida,21,2024-05-18 07:33:47,19
254,13,salida,36,2024-05-10 20:37:54,1
255,3,entrada,92,2024-02-08 06:44:58,26
256,81,salida,68,2024-03-14 00:43:29,48
257,118,entrada,5,2024-06-30 02:15:58,38
258,9,salida,77,2023-08-26 14:50:36,33
259,81,salida,79,2025-03-12 09:12:40,8
260,100,entrada,69,2024-03-11 11:17:07,34
261,30,salida,97,2025-01-02 07:55:36,13
262,111,entrada,19,2024-10-06 16:05:16,38
263,53,entrada,32,2024-04-27 10:43:21,30
264,82,entrada,31,2023-09-27 20:55:27,32
265,65,salida,89,2024-07-04 14:07:47,20
266,83,entrada,56,2024-09-07 05:41:03,10
267,6,salida,29,2024-05-17 23:32:32,46
268,66,salida,94,2024-01-15 01:47:39,14
269,109,entrada,96,2023-10-14 07:58:36,16
270,18,entrada,49,2025-02-06 13:26:55,23
271,75,salida,1,2023-12-05 15:51:47,2
272,54,salida,96,2024-12-22 19:41:23,6
273,87,salida,46,2023-08-18 08:03:43,24
274,89,entrada,57,2023-07-25 11:20:35,19
275,102,entrada,50,2025-02-04 19:05:37,3
276,42,entrada,58,2023-11-06 02:27:36,17
277,68,entrada,41,2023-12-17 07:17:20,39
278,141,salida,3,2024-12-22 03:49:25,23
279,141,entrada,74,2024-10-12 01:34:52,32
280,6,entrada,27,2024-10-07 21:32:53,23
281,10,salida,92,2024-05-16 14:59:22,23
282,59,salida,61,2023-07-15 22:27:49,34
283,2,salida,40,2025-02-17 10:04:26,15
284,98,salida,39,2024-10-30 19:41:42,32
285,95,entrada,28,2023-09-19 10:04:12,24
286,77,salida,91,2023-11-05 13:57:19,3
287,19,entrada,1,2023-10-09 21:32:53,9
288,93,entrada,41,2024-06-22 01:29:28,18
289,153,entrada,26,2024-11-06 13:54:19,12
290,44,entrada,78,2024-04-13 12:29:35,4
291,57,entrada,49,2024-04-04 08:23:46,38
292,26,salida,78,2023-12-06 07:55:15,6
293,158,salida,12,2025-03-21 01:08:34,24
294,117,salida,36,2024-08-02 01:18:25,6
295,140,entrada,28,2024-11-05 19:38:43,39
296,98,salida,85,2025-04-22 19:34:53,48
297,46,entrada,19,2023-10-06 11:17:36,48
298,116,entrada,60,2023-12-31 21:59:27,27
299,19,salida,58,2024-03-22 11:27:10,34
300,89,entrada,33,2024-09-06 18:41:12,31
301,111,entrada,45,2023-11-10 18:37:56,46
302,97,salida,67,2023-09-18 04:58:30,16
303,9,entrada,3,2025-03-02 21:49:28,30
304,73,entrada,51,2025-05-01 12:07:42,45
305,90,salida,56,2023-12-03 13:50:06,48
306,156,entrada,96,2025-03-21 18:01:48,36
307,113,entrada,40,2024-02-26 02:30:21,41
308,51,salida,86,2023-07-27 21:56:29,2
309,90,entrada,34,2023-11-21 16:00:00,31
310,98,salida,74,2025-04-28 14:32:47,48
311,117,salida,9,2025-04-09 16:47:26,8
312,119,salida,37,2025-02-23 02:12:15,48
313,143,salida,73,2023-09-15 08:03:15,22
314,49,salida,13,2024-01-01 06:34:15,40
315,120,salida,9,2024-12-14 05:38:05,39
316,143,salida,55,2023-06-12 01:14:24,39
317,32,salida,93,2024-05-26 16:10:33,26
318,31,entrada,58,2025-04-07 18:25:25,39
319,69,entrada,95,2025-02-17 07:09:35,16
320,124,entrada,63,2023-11-22 11:43:53,2
321,120,entrada,77,2024-08-23 00:22:58,13
322,2,entrada,75,2024-05-02 20:03:19,27
323,64,salida,7,2024-06-23 15:19:23,30
324,116,entrada,92,2025-02-02 00:38:27,17
325,94,entrada,43,2024-08-20 16:57:21,41
326,129,entrada,77,2023-05-16 07:46:33,16
327,18,salida,85,2023-11-24 00:07:42,40
328,15,entrada,54,2023-07-25 07:59:01,40
329,113,salida,63,2024-09-04 02:31:01,30
330,107,salida,28,2023-12-15 18:49:18,14
331,133,entrada,54,2023-10-13 20:46:17,4
332,59,entrada,9,2024-03-18 00:12:58,27
333,69,entrada,62,2023-09-08 02:26:11,45
334,8,salida,55,2024-04-04 16:43:28,50
335,89,entrada,76,2024-12-08 11:06:59,31
336,74,salida,75,2024-06-10 00:02:17,29
337,107,salida,93,2024-04-05 13:00:48,13
338,93,salida,74,2025-03-25 04:05:26,36
339,100,salida,18,2023-06-20 00:44:03,20
340,48,salida,37,2023-06-24 04:54:37,21
341,156,entrada,29,2023-07-28 21:25:28,22
342,20,salida,23,2024-12-04 11:36:44,9
343,152,salida,28,2025-01-29 22:46:14,18
344,118,salida,90,2024-05-17 07:29:49,18
345,101,entrada,58,2023-07-28 17:10:31,18
346,16,salida,19,2025-03-17 04:01:52,15
347,84,salida,43,2025-04-19 20:41:52,48
348,34,entrada,75,2023-05-24 21:29:48,26
349,106,entrada,14,2024-10-15 15:15:25,10
350,40,entrada,74,2023-09-04 00:14:18,25
351,42,entrada,19,2024-06-22 20:28:40,33
352,122,entrada,26,2025-03-08 23:10:01,43
353,158,salida,28,2024-08-18 09:16:39,18
354,142,salida,55,2024-05-01 07:23:42,28
355,92,entrada,97,2024-10-22 01:25:07,18
356,124,entrada,69,2023-07-03 11:01:45,13
357,6,entrada,85,2023-09-08 13:35:22,18
358,110,entrada,1,2023-05-10 06:03:25,41
359,48,salida,32,2024-12-28 17:41:58,1
360,103,salida,19,2025-03-01 05:35:04,41
361,73,salida,54,2024-07-25 00:08:25,49
362,26,entrada,34,2024-11-11 07:14:39,46
363,3,salida,55,2024-06-25 04:25:26,36
364,113,salida,6,2023-12-13 21:00:20,42
365,137,entrada,93,2024-06-10 13:51:05,39
366,99,entrada,51,2023-10-23 04:50:12,47
367,105,entrada,69,2024-05-10 13:59:49,39
368,101,entrada,44,2024-02-23 01:15:59,45
369,119,salida,63,2025-01-20 00:50:35,32
370,24,entrada,39,2023-12-19 02:57:27,23
371,2,entrada,63,2025-02-15 22:26:11,6
372,130,entrada,76,2024-10-03 04:23:33,10
373,11,salida,83,2024-11-30 05:55:09,8
374,108,salida,59,2024-08-24 06:52:35,46
375,69,entrada,90,2025-03-25 14:43:26,22
376,102,salida,87,2024-09-09 13:23:01,43
377,33,entrada,39,2023-11-08 15:08:44,11
378,139,entrada,78,2024-02-13 15:50:14,46
379,82,salida,12,2023-06-26 12:06:58,25
380,10,salida,35,2024-01-22 10:17:14,14
381,61,salida,5,2025-05-05 13:47:35,25
382,159,entrada,52,2024-10-03 22:57:31,26
383,134,entrada,12,2025-04-07 13:23:21,37
384,87,salida,54,2023-10-06 22:27:50,21
385,109,salida,86,2024-03-31 05:35:09,39
386,128,entrada,71,2023-11-22 00:55:31,39
387,74,entrada,16,2023-09-12 09:54:26,44
388,50,salida,30,2024-07-02 18:54:38,17
389,68,salida,21,2024-11-19 18:56:31,3
390,2,salida,35,2024-09-28 01:39:45,13
391,36,entrada,24,2024-06-01 01:47:09,23
392,70,salida,68,2025-05-03 13:04:08,14
393,18,salida,60,2025-04-08 07:32:42,45
394,158,salida,73,2024-04-26 15:56:00,3
395,82,entrada,21,2025-03-22 03:20:13,22
396,48,salida,98,2024-09-02 16:31:20,7
397,29,salida,50,2025-03-04 17:44:12,39
398,71,salida,19,2023-06-13 22:54:27,27
399,47,salida,86,2025-03-29 11:51:45,21
400,30,salida,43,2023-07-20 13:17:57,10
401,93,salida,58,2024-09-05 08:17:20,35
402,75,salida,66,2024-01-01 22:36:06,38
403,120,salida,6,2024-01-03 19:48:07,29
404,65,entrada,6,2024-08-30 08:20:56,9
405,146,salida,65,2024-02-08 15:58:57,47
406,37,entrada,49,2024-08-09 22:36:32,1
407,6,entrada,50,2025-04-14 23:10:37,17
408,42,salida,7,2023-10-15 13:48:52,24
409,99,salida,96,2024-01-04 20:39:56,10
410,18,entrada,42,2023-10-26 17:57:43,49
411,140,salida,8,2024-03-26 09:41:36,36
412,113,salida,70,2025-03-14 11:52:36,27
413,14,entrada,81,2024-01-02 09:17:31,27
414,152,entrada,63,2023-07-23 00:29:41,34
415,67,entrada,84,2024-04-06 05:57:09,26
416,37,entrada,40,2023-05-17 08:12:39,22
417,51,entrada,71,2024-02-25 11:29:27,41
418,147,entrada,92,2024-07-28 01:38:37,39
419,13,salida,80,2025-01-17 08:40:31,23
420,110,salida,96,2024-03-11 17:09:31,44
421,123,salida,49,2023-12-04 01:23:40,44
422,32,entrada,38,2023-05-11 20:56:31,30
423,23,salida,41,2023-05-27 03:51:15,44
424,39,salida,14,2023-08-03 05:08:58,32
425,66,salida,62,2025-03-17 12:32:28,7
426,71,salida,13,2023-07-08 16:47:29,9
427,90,entrada,10,2023-10-04 09:14:08,13
428,139,entrada,11,2023-09-12 00:51:48,13
429,57,salida,76,2024-12-20 04:46:48,43
430,70,entrada,72,2024-10-16 09:41:29,8
431,48,entrada,92,2024-06-10 16:30:32,49
432,99,salida,52,2024-02-19 04:08:59,19
433,2,entrada,9,2023-10-10 20:11:34,20
434,155,entrada,55,2024-03-14 04:36:49,22
435,12,entrada,9,2024-08-07 14:28:00,17
436,103,salida,33,2024-11-20 11:50:49,34
437,49,salida,53,2024-04-26 22:16:17,47
438,8,salida,9,2023-06-16 23:15:16,42
439,4,entrada,37,2023-09-11 15:59:32,6
440,56,salida,64,2024-06-08 06:14:30,44
441,123,entrada,78,2023-08-30 13:58:43,9
442,99,entrada,41,2024-07-28 16:02:34,11
443,26,salida,21,2024-12-09 03:53:43,16
444,154,entrada,90,2025-04-11 16:11:43,45
445,106,entrada,53,2025-04-06 05:56:16,3
446,51,entrada,43,2023-08-20 12:38:23,26
447,129,salida,54,2023-12-27 03:13:54,40
448,147,entrada,93,2024-01-05 00:40:50,44
449,145,entrada,46,2023-10-12 10:42:33,6
450,71,salida,51,2025-04-29 10:40:15,45
451,54,salida,31,2024-11-18 23:42:53,34
452,103,entrada,3,2024-06-08 18:30:09,28
453,147,entrada,73,2023-09-22 16:09:23,9
454,118,salida,2,2024-01-23 21:00:20,28
455,144,entrada,20,2023-10-11 13:04:04,46
456,92,entrada,81,2023-08-30 22:36:08,40
457,127,entrada,100,2023-06-18 02:41:47,6
458,108,salida,80,2024-06-30 17:18:58,1
459,54,entrada,91,2024-03-17 09:54:48,36
460,57,entrada,33,2025-01-25 07:57:21,48
461,88,salida,37,2023-05-13 05:49:00,42
462,110,entrada,18,2023-11-05 07:10:22,19
463,150,entrada,76,2023-08-06 09:28:36,7
464,131,salida,67,2024-08-15 22:16:52,22
465,8,entrada,29,2023-09-28 16:10:41,2
466,132,entrada,44,2025-03-02 02:34:03,39
467,73,salida,99,2025-04-02 13:22:32,45
468,54,salida,91,2023-07-01 02:25:21,44
469,95,salida,54,2025-01-12 20:24:23,21
470,143,entrada,73,2025-03-15 14:20:25,4
471,53,entrada,38,2024-01-17 07:47:26,2
472,151,salida,77,2024-03-07 12:33:42,42
473,99,salida,54,2024-07-09 05:09:43,20
474,118,entrada,5,2023-08-14 13:51:52,5
475,111,entrada,43,2024-07-09 19:40:20,14
476,68,entrada,47,2024-08-31 07:32:35,13
477,142,entrada,47,2025-02-17 02:37:08,45
478,157,entrada,69,2024-12-04 14:08:53,26
479,4,entrada,82,2025-03-08 05:00:47,7
480,112,salida,19,2024-12-10 15:09:53,46
481,106,salida,96,2025-01-14 22:34:29,19
482,157,salida,97,2023-06-10 21:50:21,39
483,46,salida,13,2023-06-30 21:11:48,13
484,112,salida,65,2023-06-18 22:26:15,40
485,152,entrada,46,2023-12-29 02:00:54,22
486,20,entrada,34,2024-05-30 15:15:36,24
487,68,salida,74,2023-07-18 04:52:00,34
488,10,entrada,66,2023-07-25 23:41:23,13
489,140,entrada,9,2023-07-27 06:48:48,44
490,155,salida,15,2024-01-16 16:37:07,1
491,137,salida,97,2024-01-24 06:34:07,1
492,75,salida,52,2025-03-02 12:16:12,39
493,115,entrada,12,2024-05-28 15:44:04,50
494,37,entrada,67,2024-12-27 03:34:32,34
495,110,salida,62,2025-01-22 12:44:10,30
496,31,salida,52,2024-09-20 18:50:05,48
497,20,entrada,88,2024-04-08 08:11:47,14
498,18,entrada,100,2024-08-02 04:50:53,37
499,15,salida,22,2024-05-19 21:45:19,7
500,61,salida,46,2024-08-17 06:02:15,46
501,84,salida,31,2025-01-18 00:10:48,2
502,38,salida,88,2024-01-01 05:12:26,31
503,14,salida,3,2024-07-22 16:11:21,7
504,139,salida,22,2024-08-05 15:20:10,47
505,51,entrada,32,2024-09-16 03:40:05,20
506,127,salida,14,2024-04-30 02:58:41,30
507,14,salida,41,2024-11-26 15:21:45,41
508,59,entrada,50,2024-09-30 08:58:50,41
509,58,salida,60,2024-10-03 16:41:37,17
510,11,entrada,12,2023-08-25 12:45:45,19
511,10,salida,24,2024-06-20 08:23:52,7
512,101,salida,35,2024-08-18 05:48:08,45
513,160,entrada,19,2024-01-12 06:42:29,26
514,63,entrada,45,2024-11-21 18:23:53,36
515,75,entrada,14,2025-04-08 12:50:07,10
516,16,salida,95,2023-09-04 11:08:29,5
517,62,entrada,40,2024-04-12 02:49:32,21
518,134,entrada,36,2025-01-23 18:06:12,8
519,12,salida,52,2024-06-23 12:28:47,41
520,41,salida,58,2024-12-03 04:28:22,42
521,4,entrada,56,2024-03-01 07:40:05,35
522,153,salida,88,2023-12-19 17:48:13,49
523,18,entrada,73,2023-12-05 02:51:30,48
524,93,salida,82,2024-09-02 01:45:46,30
525,124,salida,57,2024-02-26 03:02:19,37
526,2,salida,13,2025-01-29 02:08:10,35
527,39,entrada,35,2023-05-18 01:31:28,26
528,119,entrada,73,2024-03-17 23:04:55,26
529,89,entrada,72,2023-05-09 16:56:32,34
530,65,entrada,7,2023-05-24 19:32:00,18
531,127,salida,16,2025-02-05 18:56:23,41
532,100,salida,77,2024-10-21 02:53:21,43
533,64,entrada,51,2023-06-10 18:29:43,7
534,62,entrada,59,2024-06-18 09:17:17,23
535,128,entrada,51,2024-02-24 16:10:01,15
536,32,entrada,64,2024-07-28 10:29:37,35
537,3,salida,50,2025-01-03 17:00:41,50
538,139,entrada,50,2024-01-05 01:59:04,36
539,17,entrada,19,2024-02-18 13:43:54,25
540,125,salida,14,2024-12-12 12:44:38,41
541,41,entrada,24,2024-08-13 14:56:23,26
542,19,entrada,25,2025-04-11 11:25:45,11
543,63,entrada,35,2024-10-06 23:03:33,7
544,26,entrada,83,2023-12-06 08:35:06,18
545,126,salida,91,2023-09-09 06:28:08,24
546,49,salida,75,2023-12-13 05:03:37,47
547,11,entrada,30,2023-12-06 04:04:56,4
548,120,entrada,56,2024-10-30 03:03:52,28
549,119,salida,30,2025-04-02 16:09:46,29
550,106,salida,17,2024-07-08 13:23:26,38
551,16,salida,40,2023-08-30 16:46:07,9
552,140,salida,22,2023-12-10 00:24:57,24
553,46,salida,25,2023-09-02 23:18:29,22
554,47,entrada,60,2024-10-29 13:06:58,12
555,48,salida,17,2024-08-24 17:18:13,28
556,33,salida,58,2023-08-07 17:46:55,38
557,86,salida,29,2023-10-06 00:05:05,50
558,47,salida,57,2024-08-14 15:32:24,11
559,142,entrada,34,2023-07-02 21:53:46,25
560,138,entrada,48,2024-07-21 12:43:50,6
561,14,salida,2,2023-07-16 13:55:42,48
562,89,entrada,30,2024-01-24 14:20:51,13
563,25,entrada,2,2023-08-07 09:54:33,10
564,7,salida,62,2024-09-14 10:10:43,3
565,45,salida,12,2025-01-23 21:38:45,32
566,113,entrada,45,2023-07-31 02:31:02,29
567,125,entrada,48,2023-08-05 05:54:31,4
568,137,entrada,31,2025-02-21 02:46:43,13
569,88,salida,20,2023-06-01 05:55:08,1
